APA no (1-6),WIB no (0-4),FEMB no (0-3),FW Version,WR Sequence,WR ADDR (HEX),WR VALUE (HEX),RDBK VALUE (HEX),Note,
2,1,1,V0323,40,0x0,0x4,  ,   #time stampe reset,
2,1,1,V0323,41,0x1,0x1,  ,   #SPI Reset,
2,1,1,V0323,42,0x1,0x1,  ,   #SPI Reset,
2,1,1,V0323,43,0x1,0x2,  ,   #ADC soft_reset,
2,1,1,V0323,44,0x1,0x2,  ,   #ADC soft_reset,
2,1,1,V0323,45,0x4,0x4040404,0x4040404, #ADC sync LOC,
2,1,1,V0323,46,0xe,0x4040404,0x4040404, #ADC sync LOC,
2,1,1,V0323,47,0x6,0xbf,NA, #ADC sync phase_inverted,
2,1,1,V0323,48,0xf,0x40,0x40, #ADC sync phase_inverted,
2,1,1,V0323,49,0x6,0xbf,NA, #ADC sync phase,
2,1,1,V0323,50,0xf,0xbf,0xbf, #ADC sync phase,
2,1,1,V0323,51,0x6,0xbf,NA, #ADC sync phase,
2,1,1,V0323,52,0xf,0xbf,0xbf, #ADC sync phase,
2,1,1,V0323,53,0x10,0x101,0x101, #FPGA-DAC enable ,
2,1,1,V0323,54,0x12,0x2,0x2, #enable all calibraton pluse,
2,1,1,V0323,55,0x3,0x1230000,0x1230000, #test pattern ,
2,1,1,V0323,56,0x9,0x0,0x0,   #data stream disable,
2,1,1,V0323,57,0x200,0xc0400040,0xc0400040,#FE-ADC 1 WR SPI,
2,1,1,V0323,58,0x201,0x40c04000,0x40c04000,#FE-ADC 1 WR SPI,
2,1,1,V0323,59,0x202,0x80000080,0x80000080,#FE-ADC 1 WR SPI,
2,1,1,V0323,60,0x203,0x40000040,0x40000040,#FE-ADC 1 WR SPI,
2,1,1,V0323,61,0x204,0xdcdc9000,0xdcdc9000,#FE-ADC 1 WR SPI,
2,1,1,V0323,62,0x205,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 1 WR SPI,
2,1,1,V0323,63,0x206,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 1 WR SPI,
2,1,1,V0323,64,0x207,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 1 WR SPI,
2,1,1,V0323,65,0x208,0x2009c9c,0x2009c9c,#FE-ADC 1 WR SPI,
2,1,1,V0323,66,0x209,0x40800000,0x40800000,#FE-ADC 2 WR SPI,
2,1,1,V0323,67,0x20a,0x804040,0x804040,#FE-ADC 2 WR SPI,
2,1,1,V0323,68,0x20b,0x400040c0,0x400040c0,#FE-ADC 2 WR SPI,
2,1,1,V0323,69,0x20c,0x4000c000,0x4000c000,#FE-ADC 2 WR SPI,
2,1,1,V0323,70,0x20d,0xdcdc9000,0xdcdc9000,#FE-ADC 2 WR SPI,
2,1,1,V0323,71,0x20e,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 2 WR SPI,
2,1,1,V0323,72,0x20f,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 2 WR SPI,
2,1,1,V0323,73,0x210,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 2 WR SPI,
2,1,1,V0323,74,0x211,0x2009c9c,0x2009c9c,#FE-ADC 2 WR SPI,
2,1,1,V0323,75,0x212,0x80808040,0x80808040,#FE-ADC 3 WR SPI,
2,1,1,V0323,76,0x213,0xc0c08000,0xc0c08000,#FE-ADC 3 WR SPI,
2,1,1,V0323,77,0x214,0x80008000,0x80008000,#FE-ADC 3 WR SPI,
2,1,1,V0323,78,0x215,0xc0408080,0xc0408080,#FE-ADC 3 WR SPI,
2,1,1,V0323,79,0x216,0x9c9c9000,0x9c9c9000,#FE-ADC 3 WR SPI,
2,1,1,V0323,80,0x217,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 3 WR SPI,
2,1,1,V0323,81,0x218,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 3 WR SPI,
2,1,1,V0323,82,0x219,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 3 WR SPI,
2,1,1,V0323,83,0x21a,0x200dcdc,0x200dcdc,#FE-ADC 3 WR SPI,
2,1,1,V0323,84,0x21b,0x80008000,0x80008000,#FE-ADC 4 WR SPI,
2,1,1,V0323,85,0x21c,0x80,0x80,#FE-ADC 4 WR SPI,
2,1,1,V0323,86,0x21d,0x80404040,0x80404040,#FE-ADC 4 WR SPI,
2,1,1,V0323,87,0x21e,0x40c0c0,0x40c0c0,#FE-ADC 4 WR SPI,
2,1,1,V0323,88,0x21f,0x9c9c9000,0x9c9c9000,#FE-ADC 4 WR SPI,
2,1,1,V0323,89,0x220,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 4 WR SPI,
2,1,1,V0323,90,0x221,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 4 WR SPI,
2,1,1,V0323,91,0x222,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 4 WR SPI,
2,1,1,V0323,92,0x223,0x200dcdc,0x200dcdc,#FE-ADC 4 WR SPI,
2,1,1,V0323,93,0x224,0x80c040,0x80c040,#FE-ADC 5 WR SPI,
2,1,1,V0323,94,0x225,0x804000,0x804000,#FE-ADC 5 WR SPI,
2,1,1,V0323,95,0x226,0xc0c000,0xc0c000,#FE-ADC 5 WR SPI,
2,1,1,V0323,96,0x227,0xc00000,0xc00000,#FE-ADC 5 WR SPI,
2,1,1,V0323,97,0x228,0xdcdc9000,0xdcdc9000,#FE-ADC 5 WR SPI,
2,1,1,V0323,98,0x229,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 5 WR SPI,
2,1,1,V0323,99,0x22a,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 5 WR SPI,
2,1,1,V0323,100,0x22b,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 5 WR SPI,
2,1,1,V0323,101,0x22c,0x2009c9c,0x2009c9c,#FE-ADC 5 WR SPI,
2,1,1,V0323,102,0x22d,0xc08040,0xc08040,#FE-ADC 6 WR SPI,
2,1,1,V0323,103,0x22e,0xc0808080,0xc0808080,#FE-ADC 6 WR SPI,
2,1,1,V0323,104,0x22f,0x80004000,0x80004000,#FE-ADC 6 WR SPI,
2,1,1,V0323,105,0x230,0xc0808000,0xc0808000,#FE-ADC 6 WR SPI,
2,1,1,V0323,106,0x231,0xdcdc9000,0xdcdc9000,#FE-ADC 6 WR SPI,
2,1,1,V0323,107,0x232,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 6 WR SPI,
2,1,1,V0323,108,0x233,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 6 WR SPI,
2,1,1,V0323,109,0x234,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 6 WR SPI,
2,1,1,V0323,110,0x235,0x2009c9c,0x2009c9c,#FE-ADC 6 WR SPI,
2,1,1,V0323,111,0x236,0xc0004000,0xc0004000,#FE-ADC 7 WR SPI,
2,1,1,V0323,112,0x237,0x80000000,0x80000000,#FE-ADC 7 WR SPI,
2,1,1,V0323,113,0x238,0x808080,0x808080,#FE-ADC 7 WR SPI,
2,1,1,V0323,114,0x239,0x40c00000,0x40c00000,#FE-ADC 7 WR SPI,
2,1,1,V0323,115,0x23a,0x9c9c9000,0x9c9c9000,#FE-ADC 7 WR SPI,
2,1,1,V0323,116,0x23b,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 7 WR SPI,
2,1,1,V0323,117,0x23c,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 7 WR SPI,
2,1,1,V0323,118,0x23d,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 7 WR SPI,
2,1,1,V0323,119,0x23e,0x200dcdc,0x200dcdc,#FE-ADC 7 WR SPI,
2,1,1,V0323,120,0x23f,0x40408080,0x40408080,#FE-ADC 8 WR SPI,
2,1,1,V0323,121,0x240,0x80808000,0x80808000,#FE-ADC 8 WR SPI,
2,1,1,V0323,122,0x241,0x8000,0x8000,#FE-ADC 8 WR SPI,
2,1,1,V0323,123,0x242,0x8000,0x8000,#FE-ADC 8 WR SPI,
2,1,1,V0323,124,0x243,0x9c9c9000,0x9c9c9000,#FE-ADC 8 WR SPI,
2,1,1,V0323,125,0x244,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 8 WR SPI,
2,1,1,V0323,126,0x245,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 8 WR SPI,
2,1,1,V0323,127,0x246,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 8 WR SPI,
2,1,1,V0323,128,0x247,0x200dcdc,0x200dcdc,#FE-ADC 8 WR SPI,
2,1,1,V0323,129,0x2,0x1,  ,       #SPI WRITE to FE&ADC       ,
2,1,1,V0323,130,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,1,V0323,131,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,1,V0323,132,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,1,V0323,133,0x2,0x1,  ,       #SPI WRITE to FE&ADC ,
2,1,1,V0323,134,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,1,V0323,135,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,1,V0323,136,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,1,V0323,137,0x2,0x1,  ,       #SPI WRITE to FE&ADC ,
2,1,1,V0323,138,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,1,V0323,139,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,1,V0323,140,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,1,V0323,141,0x2,0x1,  ,       #SPI WRITE to FE&ADC ,
2,1,1,V0323,142,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,1,V0323,143,0x9,0x9,0x9,       #enable data stream ,
2,1,1,V0323,144,0x9,0x9,0x9,       #enable data stream ,
2,1,1,V0323,145,0x0,0x4,  ,       #time stampe reset,
2,1,1,V0323,146,0x0,0x4,  ,       #time stampe reset,
2,1,2,V0323,1,0x5,0x1f40a08,0x1f40a08, #paras for calibration,
2,1,2,V0323,2,0x15,0x630000,0x630000,  #configure ADC timing,
2,1,2,V0323,3,0x16,0x0,0x0,#configure ADC timing,
2,1,2,V0323,4,0x17,0x90009,0x90009, #configure ADC timing,
2,1,2,V0323,5,0x18,0x600060,0x600060,#configure ADC timing,
2,1,2,V0323,6,0x19,0x40004,0x40004, #configure ADC timing,
2,1,2,V0323,7,0x1a,0x2e002e,0x2e002e,  #configure ADC timing,
2,1,2,V0323,8,0x1b,0x360036,0x360036, #configure ADC timing,
2,1,2,V0323,9,0x1c,0x600060,0x600060, #configure ADC timing,
2,1,2,V0323,10,0x1d,0x40004,0x40004, #configure ADC timing,
2,1,2,V0323,11,0x1e,0xa000a,0xa000a, #configure ADC timing,
2,1,2,V0323,12,0x1f,0x250025,0x250025, #configure ADC timing,
2,1,2,V0323,13,0x20,0x600060,0x600060, #configure ADC timing,
2,1,2,V0323,14,0x21,0x40004,0x40004, #configure ADC timing,
2,1,2,V0323,15,0x23,0x9000b,0x9000b, #configure phase of ADC timing,
2,1,2,V0323,16,0x24,0xc0007,0xc0007,  #configure phase of ADC timing,
2,1,2,V0323,17,0x25,0xa,0xa,  #configure phase of ADC timing,
2,1,2,V0323,18,0x26,0x50000,0x50000,  #configure phase of ADC timing,
2,1,2,V0323,19,0x27,0x30004,0x30004,  #configure phase of ADC timing,
2,1,2,V0323,20,0x28,0x40004,0x40004,  #configure phase of ADC timing,
2,1,2,V0323,21,0x23,0x9000b,0x9000b,  #configure phase of ADC timing,
2,1,2,V0323,22,0x24,0xc0007,0xc0007,  #configure phase of ADC timing,
2,1,2,V0323,23,0x25,0x8000000a,0x8000000a,  #configure phase of ADC timing,
2,1,2,V0323,24,0x26,0x50000,0x50000,  #configure phase of ADC timing,
2,1,2,V0323,25,0x27,0x30004,0x30004,  #configure phase of ADC timing,
2,1,2,V0323,26,0x28,0x80040004,0x80040004,  #configure phase of ADC timing,
2,1,2,V0323,27,0x23,0x9000b,0x9000b,  #configure phase of ADC timing,
2,1,2,V0323,28,0x24,0xc0007,0xc0007,  #configure phase of ADC timing,
2,1,2,V0323,29,0x25,0xa,0xa,  #configure phase of ADC timing,
2,1,2,V0323,30,0x26,0x50000,0x50000,  #configure phase of ADC timing,
2,1,2,V0323,31,0x27,0x30004,0x30004,  #configure phase of ADC timing,
2,1,2,V0323,32,0x28,0x40004,0x40004,  #configure phase of ADC timing,
2,1,2,V0323,33,0x23,0x9000b,0x9000b,  #configure phase of ADC timing,
2,1,2,V0323,34,0x24,0xc0007,0xc0007,  #configure phase of ADC timing,
2,1,2,V0323,35,0x25,0x8000000a,0x8000000a,  #configure phase of ADC timing,
2,1,2,V0323,36,0x26,0x50000,0x50000,  #configure phase of ADC timing,
2,1,2,V0323,37,0x27,0x30004,0x30004,  #configure phase of ADC timing,
2,1,2,V0323,38,0x28,0x80040004,0x80040004,  #configure phase of ADC timing,
2,1,2,V0323,39,0x0,0x4,  ,   #time stampe reset,
2,1,2,V0323,40,0x0,0x4,  ,   #time stampe reset,
2,1,2,V0323,41,0x1,0x1,  ,   #SPI Reset,
2,1,2,V0323,42,0x1,0x1,  ,   #SPI Reset,
2,1,2,V0323,43,0x1,0x2,  ,   #ADC soft_reset,
2,1,2,V0323,44,0x1,0x2,  ,   #ADC soft_reset,
2,1,2,V0323,45,0x4,0x4040404,0x4040404, #ADC sync LOC,
2,1,2,V0323,46,0xe,0x4040404,0x4040404, #ADC sync LOC,
2,1,2,V0323,47,0x6,0xbf,NA, #ADC sync phase_inverted,
2,1,2,V0323,48,0xf,0x40,0x40, #ADC sync phase_inverted,
2,1,2,V0323,49,0x6,0xbf,NA, #ADC sync phase,
2,1,2,V0323,50,0xf,0xbf,0xbf, #ADC sync phase,
2,1,2,V0323,51,0x6,0xbf,NA, #ADC sync phase,
2,1,2,V0323,52,0xf,0xbf,0xbf, #ADC sync phase,
2,1,2,V0323,53,0x10,0x101,0x101, #FPGA-DAC enable ,
2,1,2,V0323,54,0x12,0x2,0x2, #enable all calibraton pluse,
2,1,2,V0323,55,0x3,0x1230000,0x1230000, #test pattern ,
2,1,2,V0323,56,0x9,0x0,0x0,   #data stream disable,
2,1,2,V0323,57,0x200,0x40c080c0,0x40c080c0,#FE-ADC 1 WR SPI,
2,1,2,V0323,58,0x201,0x80004000,0x80004000,#FE-ADC 1 WR SPI,
2,1,2,V0323,59,0x202,0xc0008000,0xc0008000,#FE-ADC 1 WR SPI,
2,1,2,V0323,60,0x203,0x800080c0,0x800080c0,#FE-ADC 1 WR SPI,
2,1,2,V0323,61,0x204,0xdcdc9000,0xdcdc9000,#FE-ADC 1 WR SPI,
2,1,2,V0323,62,0x205,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 1 WR SPI,
2,1,2,V0323,63,0x206,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 1 WR SPI,
2,1,2,V0323,64,0x207,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 1 WR SPI,
2,1,2,V0323,65,0x208,0x2009c9c,0x2009c9c,#FE-ADC 1 WR SPI,
2,1,2,V0323,66,0x209,0x80808080,0x80808080,#FE-ADC 2 WR SPI,
2,1,2,V0323,67,0x20a,0xc0008000,0xc0008000,#FE-ADC 2 WR SPI,
2,1,2,V0323,68,0x20b,0x40808040,0x40808040,#FE-ADC 2 WR SPI,
2,1,2,V0323,69,0x20c,0x80804080,0x80804080,#FE-ADC 2 WR SPI,
2,1,2,V0323,70,0x20d,0xdcdc9000,0xdcdc9000,#FE-ADC 2 WR SPI,
2,1,2,V0323,71,0x20e,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 2 WR SPI,
2,1,2,V0323,72,0x20f,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 2 WR SPI,
2,1,2,V0323,73,0x210,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 2 WR SPI,
2,1,2,V0323,74,0x211,0x2009c9c,0x2009c9c,#FE-ADC 2 WR SPI,
2,1,2,V0323,75,0x212,0x804080,0x804080,#FE-ADC 3 WR SPI,
2,1,2,V0323,76,0x213,0x80000080,0x80000080,#FE-ADC 3 WR SPI,
2,1,2,V0323,77,0x214,0xc0008080,0xc0008080,#FE-ADC 3 WR SPI,
2,1,2,V0323,78,0x215,0xc0808040,0xc0808040,#FE-ADC 3 WR SPI,
2,1,2,V0323,79,0x216,0x9c9c9000,0x9c9c9000,#FE-ADC 3 WR SPI,
2,1,2,V0323,80,0x217,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 3 WR SPI,
2,1,2,V0323,81,0x218,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 3 WR SPI,
2,1,2,V0323,82,0x219,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 3 WR SPI,
2,1,2,V0323,83,0x21a,0x200dcdc,0x200dcdc,#FE-ADC 3 WR SPI,
2,1,2,V0323,84,0x21b,0x80000000,0x80000000,#FE-ADC 4 WR SPI,
2,1,2,V0323,85,0x21c,0xc0004040,0xc0004040,#FE-ADC 4 WR SPI,
2,1,2,V0323,86,0x21d,0x80804040,0x80804040,#FE-ADC 4 WR SPI,
2,1,2,V0323,87,0x21e,0xc0800000,0xc0800000,#FE-ADC 4 WR SPI,
2,1,2,V0323,88,0x21f,0x9c9c9000,0x9c9c9000,#FE-ADC 4 WR SPI,
2,1,2,V0323,89,0x220,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 4 WR SPI,
2,1,2,V0323,90,0x221,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 4 WR SPI,
2,1,2,V0323,91,0x222,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 4 WR SPI,
2,1,2,V0323,92,0x223,0x200dcdc,0x200dcdc,#FE-ADC 4 WR SPI,
2,1,2,V0323,93,0x224,0x80004000,0x80004000,#FE-ADC 5 WR SPI,
2,1,2,V0323,94,0x225,0x80c00040,0x80c00040,#FE-ADC 5 WR SPI,
2,1,2,V0323,95,0x226,0x80400000,0x80400000,#FE-ADC 5 WR SPI,
2,1,2,V0323,96,0x227,0x40c00080,0x40c00080,#FE-ADC 5 WR SPI,
2,1,2,V0323,97,0x228,0xdcdc9000,0xdcdc9000,#FE-ADC 5 WR SPI,
2,1,2,V0323,98,0x229,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 5 WR SPI,
2,1,2,V0323,99,0x22a,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 5 WR SPI,
2,1,2,V0323,100,0x22b,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 5 WR SPI,
2,1,2,V0323,101,0x22c,0x2009c9c,0x2009c9c,#FE-ADC 5 WR SPI,
2,1,2,V0323,102,0x22d,0xc000,0xc000,#FE-ADC 6 WR SPI,
2,1,2,V0323,103,0x22e,0x800040c0,0x800040c0,#FE-ADC 6 WR SPI,
2,1,2,V0323,104,0x22f,0x80c040c0,0x80c040c0,#FE-ADC 6 WR SPI,
2,1,2,V0323,105,0x230,0x80004080,0x80004080,#FE-ADC 6 WR SPI,
2,1,2,V0323,106,0x231,0xdcdc9000,0xdcdc9000,#FE-ADC 6 WR SPI,
2,1,2,V0323,107,0x232,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 6 WR SPI,
2,1,2,V0323,108,0x233,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 6 WR SPI,
2,1,2,V0323,109,0x234,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 6 WR SPI,
2,1,2,V0323,110,0x235,0x2009c9c,0x2009c9c,#FE-ADC 6 WR SPI,
2,1,2,V0323,111,0x236,0x80000040,0x80000040,#FE-ADC 7 WR SPI,
2,1,2,V0323,112,0x237,0x80c08040,0x80c08040,#FE-ADC 7 WR SPI,
2,1,2,V0323,113,0x238,0x4000c0,0x4000c0,#FE-ADC 7 WR SPI,
2,1,2,V0323,114,0x239,0xc00000,0xc00000,#FE-ADC 7 WR SPI,
2,1,2,V0323,115,0x23a,0x9c9c9000,0x9c9c9000,#FE-ADC 7 WR SPI,
2,1,2,V0323,116,0x23b,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 7 WR SPI,
2,1,2,V0323,117,0x23c,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 7 WR SPI,
2,1,2,V0323,118,0x23d,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 7 WR SPI,
2,1,2,V0323,119,0x23e,0x200dcdc,0x200dcdc,#FE-ADC 7 WR SPI,
2,1,2,V0323,120,0x23f,0x808000,0x808000,#FE-ADC 8 WR SPI,
2,1,2,V0323,121,0x240,0x4000c0,0x4000c0,#FE-ADC 8 WR SPI,
2,1,2,V0323,122,0x241,0x80808000,0x80808000,#FE-ADC 8 WR SPI,
2,1,2,V0323,123,0x242,0x40808080,0x40808080,#FE-ADC 8 WR SPI,
2,1,2,V0323,124,0x243,0x9c9c9000,0x9c9c9000,#FE-ADC 8 WR SPI,
2,1,2,V0323,125,0x244,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 8 WR SPI,
2,1,2,V0323,126,0x245,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 8 WR SPI,
2,1,2,V0323,127,0x246,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 8 WR SPI,
2,1,2,V0323,128,0x247,0x200dcdc,0x200dcdc,#FE-ADC 8 WR SPI,
2,1,2,V0323,129,0x2,0x1,  ,       #SPI WRITE to FE&ADC       ,
2,1,2,V0323,130,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,2,V0323,131,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,2,V0323,132,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,2,V0323,133,0x2,0x1,  ,       #SPI WRITE to FE&ADC ,
2,1,2,V0323,134,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,2,V0323,135,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,2,V0323,136,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,2,V0323,137,0x2,0x1,  ,       #SPI WRITE to FE&ADC ,
2,1,2,V0323,138,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,2,V0323,139,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,2,V0323,140,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,2,V0323,141,0x2,0x1,  ,       #SPI WRITE to FE&ADC ,
2,1,2,V0323,142,0x3,0x1230000,0x1230000,    #test pattern ,
2,1,2,V0323,143,0x9,0x9,0x9,       #enable data stream ,
2,1,2,V0323,144,0x9,0x9,0x9,       #enable data stream ,
2,1,2,V0323,145,0x0,0x4,  ,       #time stampe reset,
2,1,2,V0323,146,0x0,0x4,  ,       #time stampe reset,
2,1,3,V0323,1,0x5,0x1f40a08,0x1f40a08, #paras for calibration,
2,1,3,V0323,2,0x15,0x630000,0x630000,  #configure ADC timing,
2,1,3,V0323,3,0x16,0x0,0x0,#configure ADC timing,
2,1,3,V0323,4,0x17,0x90009,0x90009, #configure ADC timing,
2,1,3,V0323,5,0x18,0x600060,0x600060,#configure ADC timing,
2,1,3,V0323,6,0x19,0x40004,0x40004, #configure ADC timing,
2,1,3,V0323,7,0x1a,0x2e002e,0x2e002e,  #configure ADC timing,
2,1,3,V0323,8,0x1b,0x360036,0x360036, #configure ADC timing,
2,1,3,V0323,9,0x1c,0x600060,0x600060, #configure ADC timing,
2,1,3,V0323,10,0x1d,0x40004,0x40004, #configure ADC timing,
2,1,3,V0323,11,0x1e,0xa000a,0xa000a, #configure ADC timing,
2,1,3,V0323,12,0x1f,0x250025,0x250025, #configure ADC timing,
2,1,3,V0323,13,0x20,0x600060,0x600060, #configure ADC timing,
2,1,3,V0323,14,0x21,0x40004,0x40004, #configure ADC timing,
2,1,3,V0323,15,0x23,0x9000b,0x9000b, #configure phase of ADC timing,
2,1,3,V0323,16,0x24,0xc0007,0xc0007,  #configure phase of ADC timing,
2,1,3,V0323,17,0x25,0xa,0xa,  #configure phase of ADC timing,
2,1,3,V0323,18,0x26,0x50000,0x50000,  #configure phase of ADC timing,
2,1,3,V0323,19,0x27,0x30004,0x30004,  #configure phase of ADC timing,
2,1,3,V0323,20,0x28,0x40004,0x40004,  #configure phase of ADC timing,
2,1,3,V0323,21,0x23,0x9000b,0x9000b,  #configure phase of ADC timing,
2,1,3,V0323,22,0x24,0xc0007,0xc0007,  #configure phase of ADC timing,
2,1,3,V0323,23,0x25,0x8000000a,0x8000000a,  #configure phase of ADC timing,
2,1,3,V0323,24,0x26,0x50000,0x50000,  #configure phase of ADC timing,
2,1,3,V0323,25,0x27,0x30004,0x30004,  #configure phase of ADC timing,
2,1,3,V0323,26,0x28,0x80040004,0x80040004,  #configure phase of ADC timing,
2,1,3,V0323,27,0x23,0x9000b,0x9000b,  #configure phase of ADC timing,
2,1,3,V0323,28,0x24,0xc0007,0xc0007,  #configure phase of ADC timing,
2,1,3,V0323,29,0x25,0xa,0xa,  #configure phase of ADC timing,
2,1,3,V0323,30,0x26,0x50000,0x50000,  #configure phase of ADC timing,
2,1,3,V0323,31,0x27,0x30004,0x30004,  #configure phase of ADC timing,
2,1,3,V0323,32,0x28,0x40004,0x40004,  #configure phase of ADC timing,
2,1,3,V0323,33,0x23,0x9000b,0x9000b,  #configure phase of ADC timing,
2,1,3,V0323,34,0x24,0xc0007,0xc0007,  #configure phase of ADC timing,
2,1,3,V0323,35,0x25,0x8000000a,0x8000000a,  #configure phase of ADC timing,
2,1,3,V0323,36,0x26,0x50000,0x50000,  #configure phase of ADC timing,
2,1,3,V0323,37,0x27,0x30004,0x30004,  #configure phase of ADC timing,
2,1,3,V0323,38,0x28,0x80040004,0x80040004,  #configure phase of ADC timing,
2,1,3,V0323,39,0x0,0x4,  ,   #time stampe reset,
2,1,3,V0323,40,0x0,0x4,  ,   #time stampe reset,
2,1,3,V0323,41,0x1,0x1,  ,   #SPI Reset,
2,1,3,V0323,42,0x1,0x1,  ,   #SPI Reset,
2,1,3,V0323,43,0x1,0x2,  ,   #ADC soft_reset,
2,1,3,V0323,44,0x1,0x2,  ,   #ADC soft_reset,
2,1,3,V0323,45,0x4,0x4040404,0x4040404, #ADC sync LOC,
2,1,3,V0323,46,0xe,0x4040404,0x4040404, #ADC sync LOC,
2,1,3,V0323,47,0x6,0xbf,NA, #ADC sync phase_inverted,
2,1,3,V0323,48,0xf,0x40,0x40, #ADC sync phase_inverted,
2,1,3,V0323,49,0x6,0xbf,NA, #ADC sync phase,
2,1,3,V0323,50,0xf,0xbf,0xbf, #ADC sync phase,
2,1,3,V0323,51,0x6,0xbf,NA, #ADC sync phase,
2,1,3,V0323,52,0xf,0xbf,0xbf, #ADC sync phase,
2,1,3,V0323,53,0x10,0x101,0x101, #FPGA-DAC enable ,
2,1,3,V0323,54,0x12,0x2,0x2, #enable all calibraton pluse,
2,1,3,V0323,55,0x3,0x1230000,0x1230000, #test pattern ,
2,1,3,V0323,56,0x9,0x0,0x0,   #data stream disable,
2,1,3,V0323,57,0x200,0x80c0,0x80c0,#FE-ADC 1 WR SPI,
2,1,3,V0323,58,0x201,0xc0004000,0xc0004000,#FE-ADC 1 WR SPI,
2,1,3,V0323,59,0x202,0xc080c0,0xc080c0,#FE-ADC 1 WR SPI,
2,1,3,V0323,60,0x203,0x8080,0x8080,#FE-ADC 1 WR SPI,
2,1,3,V0323,61,0x204,0xdcdc9000,0xdcdc9000,#FE-ADC 1 WR SPI,
2,1,3,V0323,62,0x205,0xdcdcdcdc,0xdcdcdcdc,#FE-ADC 1 WR SPI,
2,1,3,V0323,63,0x206,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 1 WR SPI,
2,1,3,V0323,64,0x207,0x9c9c9c9c,0x9c9c9c9c,#FE-ADC 1 WR SPI,
2,1,3,V0323,65,0x208,0x2009c9c,0x2009c9c,#FE-ADC 1 WR SPI,
